from_stop_id,to_stop_id,transfer_type,min_transfer_time
"de:08215:7706:0:1","de:08215:7705:0:1","2","420"
"de:08215:7706:0:1","de:08215:7705:0:2","2","420"
"de:08215:7706:0:1","de:08215:7707:0:1","2","600"
"de:08215:7706:0:1","de:08215:7707:0:2","2","600"
"de:08215:7706:0:1","de:08215:7813:0:1","2","600"
"de:08215:7706:0:2","de:08215:7705:0:1","2","420"
"de:08215:7706:0:2","de:08215:7705:0:2","2","420"
"de:08215:7706:0:2","de:08215:7707:0:1","2","600"
"de:08215:7706:0:2","de:08215:7707:0:2","2","600"
"de:08215:7706:0:2","de:08215:7813:0:1","2","600"
"de:08215:7707:0:1","de:08215:7706:0:1","2","600"
"de:08215:7707:0:1","de:08215:7706:0:2","2","600"
"de:08215:7707:0:2","de:08215:7706:0:1","2","600"
"de:08215:7707:0:2","de:08215:7706:0:2","2","600"
"de:08215:7702:1:2","de:08215:7702:1:1","2","180"
"de:08215:1231:2:14","de:08215:1231:2:15","2","60"
"de:08215:1231:2:14","de:08215:1231:4:3","2","150"
"de:08215:1231:2:14","de:08215:1231:1:2","2","150"
"de:08215:1231:2:14","de:08215:1231:2:11","2","60"
"de:08215:1231:2:14","de:08215:1231:2:12","2","60"
"de:08215:1231:2:14","de:08215:1231:2:13","2","60"
"de:08215:1231:2:15","de:08215:1231:2:14","2","60"
"de:08215:1231:2:15","de:08215:1231:4:3","2","150"
"de:08215:1231:2:15","de:08215:1231:1:2","2","150"
"de:08215:1231:2:15","de:08215:1231:2:11","2","60"
"de:08215:1231:2:15","de:08215:1231:2:12","2","60"
"de:08215:1231:2:15","de:08215:1231:2:13","2","60"
"de:08215:7813:0:1","de:08215:7706:0:1","2","600"
"de:08215:7813:0:1","de:08215:7706:0:2","2","600"
"de:08121:1114:1","de:08121:1113:0:10","2","240"
"de:08121:1114:1","de:08121:1114:3:1","2","180"
"de:08121:1114:1","de:08121:1114:3:2","2","180"
"de:08236:1491:2","de:08236:1491:1:1","2","180"
"de:08215:1132:3:11","de:08215:1132:2:2","2","90"
"de:08215:1132:3:11","de:08215:1132:1:1","2","120"
"de:08215:1133:1:1","de:08215:1133:2:2","2","150"
"de:08215:1133:2:2","de:08215:1133:1:1","2","150"
"de:08215:2209:1:1","de:08215:2209:1:2","2","60"
"de:08215:2209:1:2","de:08215:2209:1:1","2","60"
"de:08215:2219:1:1","de:08215:2219:1:2","2","0"
"de:08215:2219:1:2","de:08215:2219:1:1","2","0"
"de:08216:3997:1:1","de:08216:3997:1:2","2","180"
"de:08216:3997:1:2","de:08216:3997:1:1","2","180"
"de:08216:3999:1:1","de:08216:3999:1:2","2","180"
"de:08216:3999:1:2","de:08216:3999:1:1","2","180"
"de:08216:4000:1:1","de:08216:4000:1:2","2","180"
"de:08216:4000:1:2","de:08216:4000:1:1","2","180"
"de:08216:4001:1:1","de:08216:4001:1:2","2","180"
"de:08216:4001:1:2","de:08216:4001:1:1","2","180"
"de:08216:4010:1:1","de:08216:4010:1:2","2","0"
"de:08216:4010:1:2","de:08216:4010:1:1","2","0"
"de:08216:4011:1:1","de:08216:4011:1:2","2","180"
"de:08212:74:12:12","de:08212:74:11:11","2","240"
"de:08212:74:11:11","de:08212:74:12:12","2","240"
"de:08212:80:2:2","de:08212:80:1:1","2","120"
"de:08212:80:2:2","de:08212:80:21:21","2","150"
"de:08212:80:2:2","de:08212:2:1:1","2","240"
"de:08212:80:2:2","de:08212:2:11:11","2","240"
"de:08212:80:2:2","de:08212:2:2:2","2","210"
"de:08212:80:2:2","de:08212:2:12:12","2","210"
"de:08212:80:1:1","de:08212:80:2:2","2","120"
"de:08212:80:1:1","de:08212:80:21:21","2","150"
"de:08212:80:1:1","de:08212:2:1:1","2","240"
"de:08212:80:1:1","de:08212:2:11:11","2","240"
"de:08212:80:1:1","de:08212:2:2:2","2","210"
"de:08212:80:1:1","de:08212:2:12:12","2","210"
"de:08212:80:21:21","de:08212:80:2:2","2","150"
"de:08212:80:21:21","de:08212:80:1:1","2","150"
"de:08212:80:21:21","de:08212:2:1:1","2","240"
"de:08212:80:21:21","de:08212:2:11:11","2","240"
"de:08212:80:21:21","de:08212:2:2:2","2","210"
"de:08212:80:21:21","de:08212:2:12:12","2","210"
"de:08212:90:4:5","de:08212:90:5:7","3",""
"de:07334:1744:6:91","de:07334:1744:2:2","2","240"
"de:07334:1744:6:91","de:07334:1744:1:1","2","240"
"de:07334:1744:6:91","de:07334:1744:6:92","3",""
"de:08212:72:1:1","de:08212:72:2:2","2","90"
"de:08212:72:1:1","de:08212:72:22:22","2","90"
"de:08212:72:1:1","de:08212:72:12:12","2","120"
"de:08212:72:1:1","de:08212:72:21:23","2","60"
"de:08212:72:1:1","de:08212:72:11:11","2","132"
"de:08212:72:1:1","de:08212:72:1:13","3",""
"de:08212:72:2:2","de:08212:72:1:1","2","90"
"de:08212:72:2:2","de:08212:72:22:22","2","60"
"de:08212:72:2:2","de:08212:72:12:12","2","150"
"de:08212:72:2:2","de:08212:72:21:23","2","90"
"de:08212:72:2:2","de:08212:72:11:11","2","162"
"de:08212:72:2:2","de:08212:72:1:13","2","90"
"de:08212:73:0:11","de:08212:73:0:12","2","120"
"de:08212:107:3:3","de:08212:107:12:12","2","120"
"de:08212:107:3:3","de:08212:107:1:1","2","150"
"de:08212:107:3:3","de:08212:107:2:2","2","60"
"de:08212:107:3:3","de:08212:107:21:21","2","240"
"de:08212:508:1:1","de:08212:508:2:2","2","120"
"de:08212:508:2:2","de:08212:508:1:1","2","120"
"de:08212:411:2:2","de:08212:411:1:1","2","120"
"de:08212:501:11:11","de:08212:501:3:3","2","210"
"de:08212:501:11:11","de:08212:501:2:4","2","150"
"de:08212:501:11:11","de:08212:501:1:1","2","180"
"de:08212:501:11:11","de:08212:501:22:22","2","300"
"de:08212:501:11:11","de:08212:501:2:2","2","150"
"de:08212:501:2:4","de:08212:501:3:3","2","150"
"de:08212:501:2:4","de:08212:501:11:11","2","150"
"de:08212:501:2:4","de:08212:501:1:1","2","120"
"de:08212:501:2:4","de:08212:501:22:22","2","300"
"de:08212:501:2:4","de:08212:501:2:2","3",""
"de:08212:501:1:1","de:08212:501:3:3","3",""
"de:08212:501:1:1","de:08212:501:11:11","2","180"
"de:08212:501:1:1","de:08212:501:2:4","2","120"
"de:08212:501:1:1","de:08212:501:22:22","2","300"
"de:08212:501:1:1","de:08212:501:2:2","2","120"
"de:08212:503:1:1","de:08212:503:2:2","2","120"
"de:08212:1111:3:3","de:08212:1111:1:1","2","120"
"de:08212:1111:3:3","de:08212:1111:2:2","2","120"
"de:08212:1111:3:3","de:08212:1111:3:4","2","120"
"de:08215:1907:1:1","de:08215:1907:1:2","2","180"
"de:08212:2106:0:1","de:08212:2106:0:2","2","0"
"de:08212:2106:0:1","de:08212:2106:0:4","2","0"
"de:08212:306:1:1","de:08212:306:3:3","2","90"
"de:08212:306:1:1","de:08212:306:2:2","2","60"
"de:08212:306:3:3","de:08212:306:1:1","2","90"
"de:08212:306:3:3","de:08212:306:2:2","2","90"
"de:08215:8404:1:2","de:08215:8404:2:3","2","60"
"de:08215:8404:1:2","de:08215:8404:2:4","2","60"
"de:08215:8404:1:2","de:08215:8404:1:1","2","0"
"de:08215:8404:2:3","de:08215:8404:1:2","2","60"
"de:08215:8404:2:3","de:08215:8404:2:4","2","0"
"de:08215:8404:2:3","de:08215:8404:1:1","2","60"
"de:08215:8404:2:4","de:08215:8404:1:2","2","60"
"de:08215:8404:2:4","de:08215:8404:2:3","2","0"
"de:08215:8404:2:4","de:08215:8404:1:1","2","60"
"de:08215:8405:0:1","de:08215:8405:0:2","2","0"
"de:08215:8405:0:2","de:08215:8405:0:1","2","0"
"de:08215:8407:1:1","de:08215:8407:1:2","2","0"
"de:08215:8407:1:2","de:08215:8407:1:1","2","0"
"de:08215:8408:1:1","de:08215:1818:2:2","2","210"
"de:08215:8408:1:1","de:08215:1818:1:1","2","300"
"de:08215:1155:30:3","de:08215:1156:1:1","2","300"
"de:08215:1155:30:3","de:08215:1155:1:1","2","120"
"de:08215:1155:30:3","de:08215:1156:2:2","2","300"
"de:08215:1155:30:3","de:08215:1155:2:2","2","150"
"de:08215:1156:1:1","de:08215:1155:30:3","2","300"
"de:08215:1156:1:1","de:08215:1155:1:1","2","300"
"de:08215:1156:1:1","de:08215:1156:2:2","2","150"
"de:08215:1156:1:1","de:08215:1157:1:1","2","240"
"de:08215:1156:1:1","de:08215:1155:2:2","2","300"
"de:08215:1221:2:3","de:08215:1221:2:4","2","60"
"de:08215:1221:2:3","de:08215:1221:3:2","2","60"
"de:08215:1221:2:3","de:08215:1221:1:1","2","150"
"de:08215:1221:2:4","de:08215:1221:2:3","2","60"
"de:08215:1221:2:4","de:08215:1221:3:2","2","60"
"de:08215:1221:2:4","de:08215:1221:1:1","2","150"
"de:08212:72:22:22","de:08212:72:1:1","2","90"
"de:08212:72:22:22","de:08212:72:2:2","2","60"
"de:08212:72:22:22","de:08212:72:12:12","2","150"
"de:08212:72:22:22","de:08212:72:21:23","2","90"
"de:08212:72:22:22","de:08212:72:11:11","2","162"
"de:08212:72:22:22","de:08212:72:1:13","2","90"
"de:08212:507:22:22","de:08212:507:1:1","2","90"
"de:08212:507:22:22","de:08212:507:2:2","2","60"
"de:08212:521:2:12","de:08212:521:1:1","2","90"
"de:08212:521:2:12","de:08212:521:2:2","3",""
"de:08212:521:2:12","de:08212:521:1:13","2","90"
"de:08212:521:2:12","de:08212:521:1:11","2","90"
"de:08212:801:11:15","de:08212:801:11:14","2","60"
"de:08212:801:11:15","de:08212:801:11:7","2","60"
"de:08212:801:11:15","de:08212:801:11:8","2","60"
"de:08212:801:11:15","de:08212:801:11:9","2","60"
"de:08212:801:11:15","de:08212:11:21:21","3",""
"de:08212:801:11:15","de:08212:801:6:11","3",""
"de:08212:801:11:15","de:08212:801:4:2","3",""
"de:08212:801:11:15","de:08212:801:1:12","3",""
"de:08212:801:11:15","de:08212:11:1:1","2","120"
"de:08212:801:11:15","de:08212:11:2:2","2","120"
"de:08212:1101:4:14","de:08212:1101:3:13","2","60"
"de:08212:1101:4:14","de:08212:1101:2:2","2","90"
"de:08212:1101:4:14","de:08212:1101:4:4","2","60"
"de:08212:1101:4:14","de:08212:1101:3:3","2","60"
"de:08212:1101:4:14","de:08212:1101:21:21","2","120"
"de:08212:1101:4:14","de:08212:1101:22:22","2","108"
"de:08212:1101:4:14","de:08212:1101:1:1","2","120"
"de:08212:1101:3:13","de:08212:1101:4:14","2","60"
"de:08212:1101:3:13","de:08212:1101:2:2","2","90"
"de:08212:1101:3:13","de:08212:1101:4:4","2","60"
"de:08212:1101:3:13","de:08212:1101:3:3","2","60"
"de:08212:1101:3:13","de:08212:1101:21:21","2","132"
"de:08212:1101:3:13","de:08212:1101:22:22","2","108"
"de:08212:1101:3:13","de:08212:1101:1:1","2","120"
"de:08212:1210:0:11","de:08212:1210:0:1","2","120"
"de:08212:1210:0:11","de:08212:1210:0:2","2","120"
"de:08216:32221:2:1","de:08216:32221:1:3","2","120"
"de:08216:32221:2:1","de:08216:32221:1:2","2","120"
"de:08215:33173:1:1","de:08215:33173:1:2","2","120"
"de:08212:603:7:7","de:08212:603:3:3","2","210"
"de:08212:603:7:7","de:08212:603:4:4","2","150"
"de:08212:603:7:7","de:08212:603:11:11","2","180"
"de:08212:603:7:7","de:08212:603:8:8","2","90"
"de:08212:603:7:7","de:08212:603:5:5","2","120"
"de:08212:603:7:7","de:08212:603:12:12","2","90"
"de:08212:603:7:7","de:08212:603:6:6","2","150"
"de:08212:603:7:7","de:08212:603:1:1","2","180"
"de:08212:603:7:7","de:08212:603:2:2","2","150"
"de:08212:603:8:8","de:08212:603:3:3","2","210"
"de:08212:603:8:8","de:08212:603:4:4","2","150"
"de:08212:603:8:8","de:08212:603:11:11","2","180"
"de:08212:603:8:8","de:08212:603:7:7","2","90"
"de:08212:603:8:8","de:08212:603:5:5","2","150"
"de:08212:603:8:8","de:08212:603:12:12","2","90"
"de:08212:603:8:8","de:08212:603:6:6","2","180"
"de:08212:603:8:8","de:08212:603:1:1","2","180"
"de:08212:603:8:8","de:08212:603:2:2","2","120"
"de:08212:604:1:1","de:08212:604:2:2","2","150"
"de:08212:604:2:2","de:08212:604:1:1","2","150"
"de:08212:605:1:1","de:08212:605:2:2","2","120"
"de:08212:605:2:2","de:08212:605:1:1","2","120"
"de:08215:1155:1:1","de:08215:1155:30:3","2","120"
"de:08215:1155:1:1","de:08215:1156:1:1","2","300"
"de:08215:1155:1:1","de:08215:1156:2:2","2","300"
"de:08215:1155:1:1","de:08215:1155:2:2","2","150"
"de:08212:1201:4:4","de:08212:1201:3:3","2","120"
"de:08212:1201:4:4","de:08212:1201:3:2","2","120"
"de:08212:1201:4:4","de:08212:1201:1:1","2","120"
"de:08212:1201:4:4","de:08212:1201:2:A","3",""
"de:08212:1201:3:3","de:08212:1201:4:4","2","120"
"de:08212:1201:3:3","de:08212:1201:3:2","2","120"
"de:08212:1201:3:3","de:08212:1201:1:1","2","120"
"de:08212:1201:3:3","de:08212:1201:2:A","3",""
"de:08236:1490:90","de:08236:1490:5:2","2","180"
"de:08236:1490:90","de:08236:1490:1:1","2","180"
"de:08215:32092:30:11","de:08215:32092:1:1","2","180"
"de:08215:32092:30:11","de:08215:32092:2:2","2","180"
"de:08215:32092:30:11","de:08215:32092:30:12","2","120"
"de:08215:8301:3:3","de:08215:8301:3:4","2","120"
"de:08215:8301:3:3","de:08215:8301:2:2","3",""
"de:08215:8301:3:3","de:08215:8301:1:1","3",""
"de:08215:8301:3:4","de:08215:8301:3:3","2","120"
"de:08215:8301:3:4","de:08215:8301:2:2","3",""
"de:08215:8301:3:4","de:08215:8301:1:1","3",""
"de:08215:1231:4:3","de:08215:1231:2:14","2","150"
"de:08215:1231:4:3","de:08215:1231:2:15","2","150"
"de:08215:1231:4:3","de:08215:1231:1:2","2","150"
"de:08215:1231:4:3","de:08215:1231:2:11","2","150"
"de:08215:1231:4:3","de:08215:1231:2:12","2","150"
"de:08215:1231:4:3","de:08215:1231:2:13","2","150"
"de:08215:32083:2:2","de:08215:32083:1:1","3",""
"de:08211:31965:0:1","de:08211:31964:0:1","2","480"
"de:08211:31965:0:1","de:08211:31964:0:2","2","480"
"de:08211:31936:0:1","de:08211:31964:0:1","2","300"
"de:08211:31936:0:1","de:08211:31964:0:2","2","300"
"de:08211:31936:0:2","de:08211:31964:0:1","2","300"
"de:08211:31936:0:2","de:08211:31964:0:2","2","300"
"de:08211:31964:0:1","de:08211:31965:0:1","2","480"
"de:08211:31964:0:1","de:08211:31936:0:1","2","300"
"de:08211:31964:0:1","de:08211:31936:0:2","2","300"
"de:08211:31964:0:2","de:08211:31965:0:1","2","480"
"de:08211:31964:0:2","de:08211:31936:0:1","2","300"
"de:08211:31964:0:2","de:08211:31936:0:2","2","300"
"de:08216:31915:0:1","de:08216:31918:0:1","2","240"
"de:08216:31915:0:1","de:08216:31918:0:2","2","240"
"de:08216:31915:0:2","de:08216:31918:0:1","2","240"
"de:08216:31915:0:2","de:08216:31918:0:2","2","240"
"de:08216:31918:0:1","de:08216:31915:0:1","2","240"
"de:08216:31918:0:1","de:08216:31915:0:2","2","240"
"de:08216:31918:0:2","de:08216:31915:0:1","2","240"
"de:08216:31918:0:2","de:08216:31915:0:2","2","240"
"de:08216:31913:0:1","de:08216:33007:0:1","2","120"
"de:08216:31913:0:2","de:08216:33007:0:1","2","120"
"de:08211:32379:0:1","de:08211:32379:0:3","2","120"
"de:08211:32379:0:1","de:08211:32379:0:2","2","120"
"de:08211:32379:0:2","de:08211:32379:0:3","2","120"
"de:08211:32379:0:2","de:08211:32379:0:1","2","120"
"de:08211:31926:0:1","de:08211:32375:0:1","2","180"
"de:08211:31926:0:1","de:08211:32375:0:2","2","180"
"de:08211:31926:0:2","de:08211:32375:0:1","2","180"
"de:08211:31926:0:2","de:08211:32375:0:2","2","180"
"de:08211:32375:0:1","de:08211:31926:0:1","2","180"
"de:08211:32375:0:1","de:08211:31926:0:2","2","180"
"de:08211:32375:0:2","de:08211:31926:0:1","2","180"
