from_stop_id,to_stop_id,transfer_type,min_transfer_time
"de:08125:1110:1:3","de:08125:1110:1:4","3",""
"de:08125:1110:1:3","de:08125:1110:2:1","2","300"
"de:08125:1110:1:3","de:08125:1110:90:2","2","120"
"de:08125:1110:1:4","de:08125:1110:1:3","3",""
"de:08125:1110:1:4","de:08125:1110:2:1","2","300"
"de:08125:1110:1:4","de:08125:1110:90:2","2","120"
"de:08215:216:1:1","de:08215:216:1:2","3",""
"de:08215:216:1:2","de:08215:216:1:1","3",""
"de:08215:1553:2:21","de:08215:1553:2:22","2","120"
"de:08215:1554:2:11","de:08215:1554:1:1","2","150"
"de:08215:1555:2:13","de:08215:1555:2:22","2","120"
"de:08215:1555:2:13","de:08215:1555:2:23","2","120"
"de:08215:1304:11:12","de:08215:1304:11:11","3",""
"de:08215:1302:2:12","de:08215:1302:1:1","2","180"
"de:08215:1301:11:12","de:08215:1301:11:11","3",""
"de:08215:1301:11:12","de:08215:1301:1:1","2","150"
"de:08215:1301:11:12","de:08215:1301:3:2","2","180"
"de:08215:1301:11:12","de:08215:1301:2:3","2","90"
"de:08212:51:5:5","de:08212:51:6:6","2","120"
"de:08212:51:5:5","de:08212:51:1:1","2","180"
"de:08212:51:5:5","de:08212:51:2:2","2","180"
"de:08212:51:5:5","de:08212:51:12:12","2","240"
"de:08212:51:5:5","de:08212:51:11:11","2","240"
"de:08212:51:5:5","de:08212:51:3:3","2","240"
"de:08212:51:5:5","de:08212:51:22:22","3",""
"de:08212:51:5:5","de:08212:51:4:4","2","240"
"de:08212:51:5:5","de:08212:51:21:21","2","210"
"de:08212:51:5:5","de:08212:51:2:24","2","180"
"de:08212:51:6:6","de:08212:51:5:5","2","120"
"de:08212:51:6:6","de:08212:51:1:1","2","180"
"de:08212:51:6:6","de:08212:51:2:2","2","180"
"de:08212:51:6:6","de:08212:51:12:12","2","270"
"de:08212:51:6:6","de:08212:51:11:11","2","270"
"de:08212:51:6:6","de:08212:51:3:3","2","240"
"de:08212:51:6:6","de:08212:51:22:22","3",""
"de:08212:51:6:6","de:08212:51:4:4","2","240"
"de:08212:51:6:6","de:08212:51:21:21","2","210"
"de:08212:51:6:6","de:08212:51:2:24","2","180"
"de:08212:310:1:1","de:08212:310:2:2","2","120"
"de:08212:310:2:2","de:08212:310:1:1","2","120"
"de:08215:33171:1:2","de:08215:33171:1:1","2","180"
"de:08211:33091:0:1","de:08211:33091:0:2","2","0"
"de:08216:34639:1:1","de:08216:34639:1:2","2","90"
"de:08216:32212:1:1","de:08216:33082:1:1","2","90"
"de:08216:32212:1:1","de:08216:32212:1:2","2","60"
"de:08216:32212:1:1","de:08216:33082:1:2","2","90"
"de:08216:33080:0:1","de:08216:35112:1:1","3",""
"de:08216:33080:0:1","de:08216:35112:2:2","3",""
"de:08216:33080:0:1","de:08216:35112:6:3","3",""
"de:08216:33080:0:1","de:08216:35112:6:4","3",""
"de:08216:33082:1:1","de:08216:32212:1:1","2","90"
"de:08216:33082:1:1","de:08216:32212:1:2","2","90"
"de:08216:33082:1:1","de:08216:33082:1:2","2","60"
"de:08215:34711:0:1","de:08215:37229:0:1","2","330"
"de:08215:34711:0:1","de:08215:37229:0:2","2","330"
"de:08215:37229:0:1","de:08215:34711:0:1","2","330"
"de:08215:37229:0:1","de:08215:34711:0:2","2","330"
"de:08215:1863:3:11","de:08215:1863:3:12","2","180"
"de:08235:9558:2:3","de:08235:9558:2:4","2","60"
"de:08235:9558:2:3","de:08235:9558:1:1","2","90"
"de:08212:224:0:1","de:08212:211:0:1","2","420"
"de:08236:1793:2:41","de:08236:1793:2:42","2","240"
"de:08236:1793:2:41","de:08236:1793:1:1","2","300"
"de:08236:1793:2:41","de:08236:1793:4:2","2","360"
"de:08236:1793:2:42","de:08236:1793:2:41","2","240"
"de:08236:1793:2:42","de:08236:1793:1:1","2","300"
"de:08236:1793:2:42","de:08236:1793:4:2","2","360"
"de:08215:2210:1:1","de:08215:2210:1:2","2","180"
"de:08215:2210:1:2","de:08215:2210:1:1","2","180"
"de:08212:603:3:3","de:08212:603:4:4","2","120"
"de:08212:603:3:3","de:08212:603:11:11","2","120"
"de:08212:603:3:3","de:08212:603:7:7","2","210"
"de:08212:603:3:3","de:08212:603:8:8","2","210"
"de:08212:603:3:3","de:08212:603:5:5","2","120"
"de:08212:603:3:3","de:08212:603:12:12","2","210"
"de:08212:603:3:3","de:08212:603:6:6","2","150"
"de:08212:603:3:3","de:08212:603:1:1","2","210"
"de:08212:603:3:3","de:08212:603:2:2","2","180"
"de:08212:603:4:4","de:08212:603:3:3","2","120"
"de:08212:603:4:4","de:08212:603:11:11","2","120"
"de:08212:603:4:4","de:08212:603:7:7","2","150"
"de:08212:603:4:4","de:08212:603:8:8","2","150"
"de:08212:603:4:4","de:08212:603:5:5","2","150"
"de:08212:603:4:4","de:08212:603:12:12","2","150"
"de:08212:603:4:4","de:08212:603:6:6","2","180"
"de:08212:603:4:4","de:08212:603:1:1","2","180"
"de:08212:603:4:4","de:08212:603:2:2","2","150"
"de:08211:31960:0:3","de:08211:31960:0:1","2","180"
"de:08211:31960:0:3","de:08211:31960:0:2","2","180"
"de:08235:9030:2:2","de:08235:9030:2:4","2","180"
"de:08235:9030:2:4","de:08235:9030:2:2","2","180"
"de:08212:89:5:G","de:08212:89:3:H","2","120"
"de:08212:89:5:G","de:08212:88:11:11","2","522"
"de:08212:89:5:G","de:08212:89:4:2","2","120"
"de:08212:89:5:G","de:08212:89:1:E3","2","90"
"de:08212:89:5:G","de:08212:89:5:3","2","60"
"de:08212:89:5:G","de:08212:89:1:E2","2","90"
"de:08212:89:5:G","de:08212:89:1:4","2","90"
"de:08212:89:5:G","de:08212:89:1:E1","2","90"
"de:08212:89:5:G","de:08212:89:1:F","2","90"
"de:08212:89:5:G","de:08212:89:3:1","2","120"
"de:08212:89:5:G","de:08212:89:2:21","3",""
"de:08212:89:5:G","de:08212:89:7:M","2","150"
"de:08212:89:5:G","de:08212:89:6:23","2","120"
"de:08212:89:5:G","de:08212:89:6:24","2","120"
"de:08212:91:11:91","de:08212:91:11:11","2","90"
"de:08212:91:11:91","de:08212:91:11:12","2","90"
"de:08212:91:11:91","de:08212:91:11:22","2","90"
"de:08212:91:11:91","de:08212:91:1:2","2","84"
"de:08212:91:11:91","de:08212:91:1:1","2","84"
"de:08212:603:11:11","de:08212:603:3:3","2","120"
"de:08212:603:11:11","de:08212:603:4:4","2","120"
"de:08212:603:11:11","de:08212:603:7:7","2","180"
"de:08212:603:11:11","de:08212:603:8:8","2","180"
"de:08212:603:11:11","de:08212:603:5:5","2","150"
"de:08212:603:11:11","de:08212:603:12:12","2","180"
"de:08212:603:11:11","de:08212:603:6:6","2","180"
"de:08212:603:11:11","de:08212:603:1:1","2","180"
"de:08212:603:11:11","de:08212:603:2:2","2","180"
"de:08212:626:2:2","de:08212:626:1:1","2","180"
"de:08212:626:1:1","de:08212:626:2:2","2","180"
"de:08125:3900:1","de:08125:3900:2:2","2","120"
"de:08125:3900:1","de:08125:3900:2:1","2","120"
"de:08125:3900:1","de:08125:4405:1:1","2","720"
"de:08125:700","de:08125:1700:2:2","2","960"
"de:08125:700","de:08125:1700:2:1","2","960"
"de:08212:7009:21:21","de:08212:7009:12:12","2","60"
"de:08212:7009:21:21","de:08212:7009:11:11","2","60"
"de:08212:7009:21:21","de:08212:7009:12:13","3",""
"de:08212:7009:21:21","de:08212:7009:1:1","2","60"
"de:08212:7009:21:21","de:08212:7009:2:2","2","60"
"de:08212:73:0:12","de:08212:73:0:11","2","120"
"de:08235:9748:0:2","de:08235:9748:0:1","3",""
"de:08235:9748:0:2","de:08235:9745:0:1","2","240"
"de:08235:9748:0:2","de:08235:9745:0:2","2","240"
"de:08212:501:3:3","de:08212:501:11:11","2","210"
"de:08212:501:3:3","de:08212:501:2:4","2","150"
"de:08212:501:3:3","de:08212:501:1:1","3",""
"de:08212:501:3:3","de:08212:501:22:22","2","360"
"de:08212:501:3:3","de:08212:501:2:2","2","150"
"de:08216:32221:1:3","de:08216:32221:2:1","2","120"
"de:08216:32221:1:3","de:08216:32221:1:2","2","120"
"de:08216:33007:0:1","de:08216:31913:0:1","2","120"
"de:08216:33007:0:1","de:08216:31913:0:2","2","120"
"de:08215:1223:5:23","de:08215:1223:1:2","2","180"
"de:08215:1223:5:23","de:08215:1223:1:1","2","180"
"de:08215:1223:5:23","de:08215:1223:2:22","2","60"
"de:08215:1223:5:23","de:08215:1223:3:11","2","240"
"de:08215:1223:5:23","de:08215:1223:4:12","2","180"
"de:08215:1835:10:10","de:08215:1835:10:11","2","180"
"de:08215:1835:10:10","de:08215:1835:2:2","2","240"
"de:08215:1835:10:10","de:08215:1835:1:1","2","240"
"de:08215:1835:10:10","de:08215:1835:3:3","2","180"
"de:08215:1835:10:11","de:08215:1835:10:10","2","180"
"de:08215:1835:10:11","de:08215:1835:2:2","2","240"
"de:08215:1835:10:11","de:08215:1835:1:1","2","240"
"de:08215:1835:10:11","de:08215:1835:3:3","2","180"
"de:08212:4493:21:21","de:08212:4493:22:22","2","90"
"de:08212:4493:21:21","de:08212:4493:1:1","2","150"
"de:08212:4493:21:21","de:08212:4493:2:2","2","90"
"de:08212:4493:22:22","de:08212:4493:21:21","2","90"
"de:08212:4493:22:22","de:08212:4493:1:1","2","180"
"de:08212:4493:22:22","de:08212:4493:2:2","2","120"
"de:08212:61:21:21","de:08212:61:22:22","2","180"
"de:08212:61:21:21","de:08212:61:2:2","2","150"
"de:08212:61:21:21","de:08212:61:1:1","2","150"
"de:08212:61:22:22","de:08212:61:21:21","2","180"
"de:08212:61:22:22","de:08212:61:2:2","2","150"
"de:08212:61:22:22","de:08212:61:1:1","2","150"
"de:08235:9070","de:08235:9070:2:2","2","300"
"de:08235:9070","de:08235:9070:2:1","2","300"
"de:08237:7965:1","de:08237:7965:2:1","2","300"
"de:08212:3:11:11","de:08212:3:11:13","2","60"
"de:08212:3:11:11","de:08212:3:12:12","2","180"
"de:08212:3:11:11","de:08212:3:3:3","2","120"
"de:08212:3:11:11","de:08212:3:4:4","2","150"
"de:08212:3:11:11","de:08212:3:1:1","2","120"
"de:08212:3:11:11","de:08212:3:2:2","2","180"
"de:08212:3:11:11","de:08212:3002:0:1","2","360"
"de:08212:3:11:11","de:08212:3002:0:2","2","360"
"de:08212:3:11:13","de:08212:3:11:11","2","60"
"de:08212:3:11:13","de:08212:3:12:12","2","180"
"de:08212:3:11:13","de:08212:3:3:3","2","120"
"de:08212:3:11:13","de:08212:3:4:4","2","150"
"de:08212:3:11:13","de:08212:3:1:1","2","120"
"de:08212:3:11:13","de:08212:3:2:2","2","180"
"de:08212:3:11:13","de:08212:3002:0:1","2","360"
"de:08212:3:11:13","de:08212:3002:0:2","2","360"
"de:08212:3:12:12","de:08212:3:11:11","2","180"
"de:08212:3:12:12","de:08212:3:11:13","2","180"
"de:08212:3:12:12","de:08212:3:3:3","2","210"
"de:08212:3:12:12","de:08212:3:4:4","2","180"
"de:08212:3:12:12","de:08212:3:1:1","2","180"
"de:08212:3:12:12","de:08212:3:2:2","2","120"
"de:08212:3:12:12","de:08212:3002:0:1","2","390"
"de:08212:3:12:12","de:08212:3002:0:2","2","390"
"de:08235:9703:2:11","de:08235:9703:2:12","3",""
"de:08211:32379:0:3","de:08211:32379:0:1","2","120"
"de:08211:32379:0:3","de:08211:32379:0:2","2","120"
"de:08215:7705:0:1","de:08215:7706:0:1","2","420"
"de:08215:7705:0:1","de:08215:7706:0:2","2","420"
"de:08215:7705:0:2","de:08215:7706:0:1","2","420"
"de:08215:7705:0:2","de:08215:7706:0:2","2","420"
